name,iso_country,municipality,iata_code,,,,
Caledonia County Airport,US,Lyndonville,LLX,,,,
Show Low Regional Airport,US,Show Low,SOW,,,,
Seldovia Airport,US,Seldovia,SOV,,,,
Southampton Airport,GB,Southampton,SOU,,,,
Sodankyla Airport,FI,Sodankyla,SOT,,,,
Al Thaurah Airport,SY,Al Thaurah,SOR,,,,
Dominique Edward Osok Airport,ID,Sorong-Papua Island,SOQ,,,,
Moore County Airport,US,Pinehurst/Southern Pines,SOP,,,,
SÃ¶derhamn Airport,SE,SÃ¶derhamn,SOO,,,,
Santo Pekoa International Airport,VU,Luganville,SON,,,,
San TomÃ© Airport,VE,El Tigre,SOM,,,,
Solomon State Field,US,Solomon,SOL,,,,
Semonkong Airport,LS,Semonkong,SOK,,,,
SÃ¸rkjosen Airport,NO,SÃ¸rkjosen,SOJ,,,,
South Molle Island Helipad,AU,South Molle Island Resort,SOI,,,,
Solita Airport,CO,Solita,SOH,,,,
Sogndal Airport,NO,Sogndal,SOG,,,,
Sofia Airport,BG,Sofia,SOF,,,,
Souanke Airport,CG,Souanke,SOE,,,,
Chignik Fisheries Airport,US,Chignik,KCG,,,,
Sorocaba Airport,BR,Sorocaba,SOD,,,,
Adi Sumarmo Wiryokusumo Airport,ID,Sukarata(Solo)-Java Island,SOC,,,,
HÃ©vÃ,HU,SÃ¡rmellÃ©k,SOB,,,,
SÃ³c TrÄƒng Airport,VN,SÃ³c TrÄƒng,SOA,,,,
Santa Cruz Air Force Base,BR,Rio de Janeiro,SNZ,,,,
Sidney Municipal-Lloyd W Carr Field,US,Sidney,SNY,,,,
Semnan Municipal Airport,IR,Semnan,SNX,,,,
Thandwe Airport,MM,Thandwe,SNW,,,,
Santa Elena de Uairen Airport,VE,,SNV,,,,
Abel Santamaria Airport,CU,Santa Clara,SNU,,,,
Las Cruces Airport,CO,Sabana De Torres,SNT,,,,
Salinas Municipal Airport,US,Salinas,SNS,,,,
Saint-Nazaire-Montoir Airport,FR,Saint-Nazaire/Montoir,SNR,,,,
San QuintÃ,MX,Military Camp Number 2-D,SNQ,,,,
St Paul Island Airport,US,St Paul Island,SNP,,,,
Sakon Nakhon Airport,TH,,SNO,,,,
Shannon Airport,IE,Shannon,SNN,,,,
Grand Marais Cook County Airport,US,Grand Marais,GRM,,,,
San Ignacio de Moxos Airport,BO,San Ignacio de Moxos,SNM,,,,
Shawnee Regional Airport,US,Shawnee,SNL,,,,
Winston Field,US,Snyder,SNK,,,,
Chignik Lagoon Airport,US,Chignik Flats,KCL,,,,
San Julian Air Base,CU,Pinar Del Rio,SNJ,,,,
Greenville Sinoe Airport,LR,Greenville,SNI,,,,
Stanthorpe Airport,AU,,SNH,,,,
CapitÃ¡n Av. Juan Cochamanidis S. Airport,BO,San Ignacio de Velasco,SNG,,,,
Sub Teniente Nestor Arias Airport,VE,San Felipe,SNF,,,,
PreguiÃ§a Airport,CV,PreguiÃ§a,SNE,,,,
General Ulpiano Paez Airport,EC,Salinas,SNC,,,,
Snake Bay Airport,AU,,SNB,,,,
John Wayne Airport-Orange County Airport,US,Santa Ana,SNA,,,,
Stoelmanseiland Airport,SR,Stoelmanseiland,SMZ,,,,
Simenti Airport,SN,Simenti,SMY,,,,
Santa Maria Pub/Capt G Allan Hancock Field,US,Santa Maria,SMX,,,,
Smara Airport,EH,Smara,SMW,,,,
Chernofski Harbor Seaplane Base,US,Chernofski Harbor,KCN,,,,
Samedan Airport,CH,,SMV,,,,
Sheep Mountain Airport,US,Sheep Mountain,SMU,,,,
Adolino Bedin Regional Airport,BR,Sorriso,SMT,,,,
Sainte Marie Airport,MG,,SMS,,,,
SimÃ³n BolÃ,CO,Santa Marta,SMR,,,,
Sampit(Hasan) Airport,ID,Sampit-Borneo Island,SMQ,,,,
Stockholm Airport,PG,Stockholm,SMP,,,,
Santa Monica Municipal Airport,US,Santa Monica,SMO,,,,
Lemhi County Airport,US,Salmon,SMN,,,,
Semporna Airport,MY,Semporna,SMM,,,,
Stella Maris Airport,BS,Stella Maris,SML,,,,
St Michael Airport,US,St Michael,SMK,,,,
Sim Airport,PG,Sim,SMJ,,,,
Samos Airport,GR,Samos Island,SMI,,,,
Sapmanga Airport,PG,Sapmanga,SMH,,,,
Santa Maria Airport,PE,Santa MarÃ,SMG,,,,
Sacramento International Airport,US,Sacramento,SMF,,,,
Lake Cumberland Regional Airport,US,Somerset,SME,,,,
Smith Field,US,Fort Wayne,SMD,,,,
Cheraw Municipal Airport/Lynch Bellinger Field,US,Cheraw,HCW,,,,
Colorado Creek Airport,US,Colorado Creek,KCR,,,,
Franco Bianco Airport,CL,Cerro Sombrero,SMB,,,,
Santa Maria Airport,PT,Vila do Porto,SMA,,,,
Marechal Cunha Machado International Airport,BR,SÃ£o LuÃ,SLZ,,,,
Salekhard Airport,RU,Salekhard,SLY,,,,
Salt Cay Airport,TC,Salt Cay,SLX,,,,
Plan De Guadalupe International Airport,MX,Saltillo,SLW,,,,
Shimla Airport,IN,,SLV,,,,
George F. L. Charles Airport,LC,Castries,SLU,,,,
Salida Airport Harriett Alexander Field,US,Salida,SLT,,,,
Silistra Polkovnik Lambrinovo Air Base,BG,Silistra,SLS,,,,
Sulphur Springs Municipal Airport,US,Sulphur Springs,SLR,,,,
Sleetmute Airport,US,Sleetmute,SLQ,,,,
Ponciano Arriaga International Airport,MX,San Luis PotosÃ,SLP,,,,
Salem Leckrone Airport,US,Salem,SLO,,,,
Salina Municipal Airport,US,Salina,SLN,,,,
Salamanca Airport,ES,Salamanca,SLM,,,,
Salalah Airport,OM,Salalah,SLL,,,,
Adirondack Regional Airport,US,Saranac Lake,SLK,,,,
Solomon Airport,AU,Karijini National Park,SLJ,,,,
Solwesi Airport,ZM,Solwesi,SLI,,,,
Sola Airport,VU,Sola,SLH,,,,
Smith Field,US,Siloam Springs,SLG,,,,
Sulayel Airport,SA,,SLF,,,,
Salem Municipal Airport/McNary Field,US,Salem,SLE,,,,
Kickapoo Downtown Airport,US,Wichita Falls,KIP,,,,
SliaÄ,SK,SliaÄ,SLD,,,,
Salt Lake City International Airport,US,Salt Lake City,SLC,,,,
Storm Lake Municipal Airport,US,Storm Lake,SLB,,,,
Martin Miguel De Guemes International Airport,AR,Salta,SLA,,,,
Sukkur Airport,PK,Mirpur Khas,SKZ,,,,
Capital City Airport,US,Harrisburg,HAR,,,,
Griffing Sandusky Airport,US,Sandusky,SKY,,,,
Kochi Airport (é«˜çŸ¥ç©ºæ¸¯),JP,Nankoku,KCZ,,,,
Saransk Airport,RU,Saransk,SKX,,,,
Skwentna Airport,US,Skwentna,SKW,,,,
St Catherine International Airport,EG,,SKV,,,,
Skiros Airport,GR,Skiros Island,SKU,,,,
Sialkot Airport,PK,Sialkot,SKT,,,,
Skrydstrup Air Base,DK,Vojens,SKS,,,,
Shakiso Airport,ET,Shakiso,SKR,,,,
Sekakes Airport,LS,Sekakes,SKQ,,,,
Skopje International Airport,MK,Skopje,SKP,,,,
Sadiq Abubakar III International Airport,NG,Sokoto,SKO,,,,
Stokmarknes Skagen Airport,NO,Hadsel,SKN,,,,
Skeldon Airport,GY,Skeldon,SKM,,,,
Shaktoolik Airport,US,Shaktoolik,SKK,,,,
Sitkinak Airport,US,Sitkinak Island,SKJ,,,,
Skikda Airport,DZ,Skikda,SKI,,,,
Surkhet Airport,NP,Surkhet,SKH,,,,
Thessaloniki Macedonia International Airport,GR,Thessaloniki,SKG,,,,
Lackland Air Force Base,US,San Antonio,SKF,,,,
Skien Airport,NO,Geiteryggen,SKE,,,,
Samarkand Airport,UZ,Samarkand,SKD,,,,
Suki Airport,PG,Suki,SKC,,,,
Robert L. Bradshaw International Airport,KN,Basseterre,SKB,,,,
Fairchild Air Force Base,US,Spokane,SKA,,,,
SÃ£o Jorge Airport,PT,Velas,SJZ,,,,
SeinÃ¤joki Airport,FI,SeinÃ¤joki / Ilmajoki,SJY,,,,
Sartaneja Airport,BZ,Sartaneja,SJX,,,,
Shijiazhuang Daguocun International Airport,CN,Shijiazhuang,SJW,,,,
San Javier Airport,BO,San Javier,SJV,,,,
Luis Munoz Marin International Airport,PR,San Juan,SJU,,,,
San Angelo Regional Mathis Field,US,San Angelo,SJT,,,,
San JosÃ© De Chiquitos Airport,BO,San JosÃ© de Chiquitos,SJS,,,,
San Juan De Uraba Airport,CO,San Juan De Uraba,SJR,,,,
Sesheke Airport,ZM,Sesheke,SJQ,,,,
Prof. Eribelto Manoel Reino State Airport,BR,SÃ£o JosÃ© Do Rio Preto,SJP,,,,
Juan Santamaria International Airport,CR,San Jose,SJO,,,,
St Johns Industrial Air Park,US,St Johns,SJN,,,,
San Juan Airport,DO,San Juan,SJM,,,,
SÃ£o Gabriel da Cachoeira Airport,BR,SÃ£o Gabriel Da Cachoeira,SJL,,,,
Kandep Airport,PG,Kandep,KDP,,,,
Professor Urbano Ernesto Stumpf Airport,BR,SÃ£o JosÃ© Dos Campos,SJK,,,,
Sarajevo International Airport,BA,Sarajevo,SJJ,,,,
Kamberatoro Airport,PG,Kamberatoro Mission,KDQ,,,,
San Jose Airport,PH,San Jose,SJI,,,,
San Juan Del CÃ©sar Airport,CO,San Juan Del CÃ©sar,SJH,,,,
Cruz Bay Seaplane Base,VI,Saint John Island,SJF,,,,
Jorge E. Gonzalez Torres Airport,CO,San JosÃ© Del Guaviare,SJE,,,,
Los Cabos International Airport,MX,San JosÃ© del Cabo,SJD,,,,
Kamaran Downs Airport,AU,Kamaran Downs,KDS,,,,
Norman Y. Mineta San Jose International Airport,US,San Jose,SJC,,,,
San JoaquÃ,BO,San JoaquÃ,SJB,,,,
San Juan de Marcona Airport,PE,San Juan de Marcona,SJA,,,,
Sissano Airport,PG,Sissano,SIZ,,,,
Singleton Airport,AU,Singleton,SIX,,,,
Sibisa Airport,ID,Parapat-Sumatra Island,SIW,,,,
Sullivan County Airport,US,Monticello,SIV,,,,
Siuna,NI,Siuna,SIU,,,,
Sitka Rocky Gutierrez Airport,US,Sitka,SIT,,,,
Sishen Airport,ZA,Sishen,SIS,,,,
Sion Airport,CH,Sion,SIR,,,,
Dabo Airport,ID,Pasirkuning-Singkep Island,SIQ,,,,
Simferopol International Airport,UA,Simferopol,SIP,,,,
Smithton Airport,AU,,SIO,,,,
Singapore Changi Airport,SG,Singapore,SIN,,,,
Simbai Airport,PG,Simbai,SIM,,,,
Victoria Reservoir Seaplane Base,LK,Kandy,KDW,,,,
Sila Airport,PG,Sila Mission,SIL,,,,
Sikeston Memorial Municipal Airport,US,Sikeston,SIK,,,,
Danbury Municipal Airport,US,Danbury,DXR,,,,
Doylestown Airport,US,Doylestown,DYL,,,,
Dyess Air Force Base,US,Abilene,DYS,,,,
Polgolla Reservoir Seaplane Base,LK,Kandy,KDZ,,,,
Mulika Lodge Airport,KE,Meru-Kinna,JJM,,,,
SiglufjÃ¶rÃ°ur Airport,IS,SiglufjÃ¶rÃ°ur,SIJ,,,,
Kichwa Tembo Airport,KE,Kichwa Tembo,KTJ,,,,
Sidi Ifni Xx Airport,MA,Sidi Ifni,SII,,,,
Silgadi Doti Airport,NP,Silgadi Doti,SIH,,,,
Mara North Conservancy Airstrip,KE,Mara,HKR,,,,
Fernando Luis Ribas Dominicci Airport,PR,San Juan,SIG,,,,
Simara Airport,NP,Simara,SIF,,,,
Kerio Valley Airport,KE,Kimwarer,KRV,,,,
Kiunga Airport,KE,Kiunga,KIU,,,,
Liboi Airport,KE,Liboi,LBK,,,,
Lake Baringo Airport,KE,Lake Baringo,LBN,,,,
Lake Rudolf Airport,KE,Lake Rudolf,LKU,,,,
Mara Lodges Airport,KE,Mara Lodges,MRE,,,,
Mumias Airport,KE,Mumias,MUM,,,,
Roy Hurd Memorial Airport,US,Monahans,MIF,,,,
Sines Airport,PT,,SIE,,,,
Ohkay Owingeh Airport,US,Espanola,ESO,,,,
AmÃ,CV,Espargos,SID,,,,
San JosÃ© Island Airport,PA,Las Perlas,SIC,,,,
Sibiti Airport,CG,Sibiti,SIB,,,,
Phifer Airfield,US,Wheatland,EAN,,,,
Kearney Regional Airport,US,Kearney,EAR,,,,
Pangborn Memorial Airport,US,Wenatchee,EAT,,,,
Chippewa Valley Regional Airport,US,Eau Claire,EAU,,,,
Nanwalek Airport,US,Nanwalek,KEB,,,,
Webster City Municipal Airport,US,Webster City,EBS,,,,
Elizabeth City Regional Airport & Coast Guard Air Station,US,Elizabeth City,ECG,,,,
Northwest Florida Beaches International Airport,US,Panama City Beach,ECP,,,,
Mondell Field,US,Newcastle,ECS,,,,
Northeastern Regional Airport,US,Edenton,EDE,,,,
Enterprise Municipal Airport,US,Enterprise,ETS,,,,
Edwards Air Force Base,US,Edwards,EDW,,,,
Needles Airport,US,Needles,EED,,,,
Dillant Hopkins Airport,US,Keene,EEN,,,,
Ellington Airport,US,Houston,EFD,,,,
Northeast Kingdom International Airport,US,Newport,EFK,,,,
Jefferson Municipal Airport,US,Jefferson,EFW,,,,
Keglsugl Airport,PG,Denglagu Mission,KEG,,,,
Eagle County Regional Airport,US,Eagle,EGE,,,,
Duke Field,US,Crestview,EGI,,,,
Eagle River Union Airport,US,Eagle River,EGV,,,,
Ekwok Airport,US,Ekwok,KEK,,,,
Murray Field,US,Eureka,EKA,,,,
Elkhart Municipal Airport,US,Elkhart,EKI,,,,
Elkins-Randolph Co-Jennings Randolph Field,US,Elkins,EKN,,,,
Elko Regional Airport,US,Elko,EKO,,,,
Addington Field,US,Elizabethtown,EKX,,,,
Eagle Lake Airport,US,Eagle Lake,ELA,,,,
South Arkansas Regional At Goodwin Field,US,El Dorado,ELD,,,,
Elk City Regional Business Airport,US,Elk City,ELK,,,,
Elmira Corning Regional Airport,US,Elmira/Corning,ELM,,,,
Bowers Field,US,Ellensburg,ELN,,,,
Ely Municipal Airport,US,Ely,LYU,,,,
El Paso International Airport,US,El Paso,ELP,,,,
Ely Airport Yelland Field,US,Ely,ELY,,,,
Wellsville Municipal Arpt,NA,US-NY,KELZ,,,,
Kemmerer Municipal Airport,US,Kemmerer,EMM,,,,
Emporia Municipal Airport,US,Emporia,EMP,,,,
San Gabriel Valley Airport,US,El Monte,EMT,,,,
Vance Air Force Base,US,Enid,END,,,,
Centralia Municipal Airport,US,Centralia,ENL,,,,
Wendover Airport,US,Wendover,ENV,,,,
Kenosha Regional Airport,US,Kenosha,ENW,,,,
Keokuk Municipal Airport,US,Keokuk,EOK,,,,
Ephrata Municipal Airport,US,Ephrata,EPH,,,,
Captain Jack Thomas El Dorado Airport,US,El Dorado,EDK,,,,
Erie International Tom Ridge Field,US,Erie,ERI,,,,
Errol Airport,US,Errol,ERR,,,,
Kerrville Municipal Louis Schreiner Field,US,Kerrville,ERV,,,,
Delta County Airport,US,Escanaba,ESC,,,,
Esler Regional Airport,US,Alexandria,ESF,,,,
Easton Newnam Field,US,Easton,ESN,,,,
Estherville Municipal Airport,US,Estherville,EST,,,,
Easton State Airport,US,Easton,ESW,,,,
West Bend Municipal Airport,US,West Bend,ETB,,,,
Eastland Municipal Airport,US,Eastland,ETN,,,,
Weedon Field,US,Eufaula,EUF,,,,
Mahlon Sweet Field,US,Eugene,EUG,,,,
Eveleth Virginia Municipal Airport,US,Eveleth,EVM,,,,
Evansville Regional Airport,US,Evansville,EVV,,,,
Evanston-Uinta County Airport-Burns Field,US,Evanston,EVW,,,,
New Bedford Regional Airport,US,New Bedford,EWB,,,,
Newton City-County Airport,US,Newton,EWK,,,,
Coastal Carolina Regional Airport,US,New Bern,EWN,,,,
Newark Liberty International Airport,US,Newark,EWR,,,,
Kanabea Airport,PG,Kanabea,KEX,,,,
Key West International Airport,US,Key West,EYW,,,,
Kelani-Peliyagoda Seaplane Base,LK,Colombo,KEZ,,,,
Xi'an Xiguan Airport,CN,Xi'an,SIA,,,,
Seshutes Airport,LS,Seshutes,SHZ,,,,
Felker Army Air Field,US,Fort Eustis,FAF,,,,
Farmington Regional Airport,US,Farmington,FAM,,,,
Hector International Airport,US,Fargo,FAR,,,,
Fresno Yosemite International Airport,US,Fresno,FAT,,,,
Fayetteville Regional Grannis Field,US,Fayetteville,FAY,,,,
Simmons Army Air Field,US,Fort Bragg,FBG,,,,
Faribault Municipal Airport-Liz Wall Strohfus Field,US,Faribault,FBL,,,,
Fort Bridger Airport,US,Fort Bridger,FBR,,,,
Fairbury Municipal Airport,US,Fairbury,FBY,,,,
Fresno Chandler Executive Airport,US,Fresno,FCH,,,,
Flying Cloud Airport,US,Minneapolis,FCM,,,,
Butts AAF (Fort Carson) Air Field,US,Fort Carson,FCS,,,,
Forrest City Municipal Airport,US,Forrest City,FCY,,,,
Frederick Municipal Airport,US,Frederick,FDK,,,,
Frederick Regional Airport,US,Frederick,FDR,,,,
Findlay Airport,US,Findlay,FDY,,,,
Albertus Airport,US,Freeport,FEP,,,,
Fremont Municipal Airport,US,Fremont,FET,,,,
First Flight Airport,US,Kill Devil Hills,FFA,,,,
Fairfield Municipal Airport,US,Fairfield,FFL,,,,
Fergus Falls Municipal Airport - Einar Mickelson Field,US,Fergus Falls,FFM,,,,
Wright-Patterson Air Force Base,US,Dayton,FFO,,,,
Capital City Airport,US,Frankfort,FFT,,,,
Falcon Field,US,Mesa,MSC,,,,
Friday Harbor Airport,US,Friday Harbor,FRD,,,,
Sierra Vista Municipal Libby Army Air Field,US,Fort Huachuca Sierra Vista,FHU,,,,
Venango Regional Airport,US,Franklin,FKL,,,,
Franklin Regional Airport,US,Franklin,FKN,,,,
Fond du Lac County Airport,US,Fond du Lac,FLD,,,,
Flagstaff Pulliam Airport,US,Flagstaff,FLG,,,,
Fort Lauderdale Hollywood International Airport,US,Fort Lauderdale,FLL,,,,
Florence Regional Airport,US,Florence,FLO,,,,
Marion County Regional Airport,US,Flippin,FLP,,,,
Flushing Airport,US,Queens,FLU,,,,
Sherman Army Air Field,US,Fort Leavenworth,FLV,,,,
Fallon Municipal Airport,US,Fallon,FLX,,,,
Tipton Airport,US,Fort Meade(Odenton),FME,,,,
Cape Cod Coast Guard Air Station,US,Falmouth,FMH,,,,
Four Corners Regional Airport,US,Farmington,FMN,,,,
Page Field,US,Fort Myers,FMY,,,,
Northern Colorado Regional Airport,US,Fort Collins/Loveland,FNL,,,,
Bishop International Airport,US,Flint,FNT,,,,
Fort Dodge Regional Airport,US,Fort Dodge,FOD,,,,
Topeka Regional Airport - Forbes Field,US,Topeka,FOE,,,,
Francis S Gabreski Airport,US,Westhampton Beach,FOK,,,,
Fillmore Municipal Airport,US,Fillmore,FIL,,,,
St Lucie County International Airport,US,Fort Pierce,FPR,,,,
Republic Airport,US,Farmingdale,FRG,,,,
French Lick Municipal Airport,US,French Lick,FRH,,,,
Marshall Army Air Field,US,Fort Riley(Junction City),FRI,,,,
Fairmont Municipal Airport,US,Fairmont,FRM,,,,
Front Royal Warren County Airport,US,Front Royal,FRR,,,,
Joe Foss Field Airport,US,Sioux Falls,FSD,,,,
Henry Post Army Air Field (Fort Sill),US,Fort Sill,FSI,,,,
Fort Scott Municipal Airport,US,Fort Scott,FSK,,,,
Fort Smith Regional Airport,US,Fort Smith,FSM,,,,
Fort Stockton Pecos County Airport,US,Fort Stockton,FST,,,,
Fort Sumner Municipal Airport,US,Fort Sumner,FSU,,,,
Fort Madison Municipal Airport,US,Fort Madison,FMS,,,,
Godman Army Air Field,US,Fort Knox,FTK,,,,
Fort Worth Meacham International Airport,US,Fort Worth,FTW,,,,
Fulton County Airport Brown Field,US,Atlanta,FTY,,,,
Fullerton Municipal Airport,US,Fullerton,FUL,,,,
Shinyanga Airport,TZ,Shinyanga,SHY,,,,
Fort Wayne International Airport,US,Fort Wayne,FWA,,,,
Fort Lauderdale Executive Airport,US,Fort Lauderdale,FXE,,,,
Forest City Municipal Airport,US,Forest City,FXY,,,,
Fayetteville Municipal Airport,US,Fayetteville,FYM,,,,
Drake Field,US,Fayetteville,FYV,,,,
Northeast Alabama Regional Airport,US,Gadsden,GAD,,,,
Gage Airport,US,Gage,GAG,,,,
Montgomery County Airpark,US,Gaithersburg,GAI,,,,
Great Bend Municipal Airport,US,Great Bend,GBD,,,,
Galesburg Municipal Airport,US,Galesburg,GBG,,,,
Walter J. Koladza Airport,US,Great Barrington,GBR,,,,
Gillette Campbell County Airport,US,Gillette,GCC,,,,
Grant Co Regional/Ogilvie Field,US,John Day,JDA,,,,
Garden City Regional Airport,US,Garden City,GCK,,,,
Grand Canyon National Park Airport,US,Grand Canyon,GCN,,,,
Greeneville-Greene County Municipal Airport,US,Greeneville,GCY,,,,
Gardner Municipal Airport,US,Gardner,GDM,,,,
Dawson Community Airport,US,Glendive,GDV,,,,
Gladwin Zettel Memorial Airport,US,Gladwin,GDW,,,,
Sussex County Airport,US,Georgetown,GED,,,,
Spokane International Airport,US,Spokane,GEG,,,,
South Big Horn County Airport,US,Greybull,GEY,,,,
Malmstrom Air Force Base,US,Great Falls,GFA,,,,
Grand Forks International Airport,US,Grand Forks,GFK,,,,
Floyd Bennett Memorial Airport,US,Glens Falls,GFL,,,,
Georgetown County Airport,US,Georgetown,GGE,,,,
East Texas Regional Airport,US,Longview,GGG,,,,
Wokal Field/Glasgow-Valley County Airport,US,Glasgow,GGW,,,,
Centerville Municipal Airport,US,Centerville,GHM,,,,
Winter Haven Regional Airport - Gilbert Field,US,Winter Haven,GIF,,,,
Grand Junction Regional Airport,US,Grand Junction,GJT,,,,
Port Meadville Airport,US,Meadville,MEJ,,,,
Gatlinburg-Pigeon Forge Airport,US,Sevierville,GKT,,,,
Renner Field-Goodland Municipal Airport,US,Goodland,GLD,,,,
Gainesville Municipal Airport,US,Gainesville,GLE,,,,
Mid Delta Regional Airport,US,Greenville,GLH,,,,
Gaylord Regional Airport,US,Gaylord,GLR,,,,
Scholes International At Galveston Airport,US,Galveston,GLS,,,,
Glasgow Municipal Airport,US,Glasgow,GLW,,,,
Greenville Downtown Airport,US,Greenville,GMU,,,,
Gooding Municipal Airport,US,Gooding,GNG,,,,
Grants-Milan Municipal Airport,US,Grants,GNT,,,,
Gainesville Regional Airport,US,Gainesville,GNV,,,,
Guthrie-Edmond Regional Airport,US,Guthrie,GOK,,,,
Groton New London Airport,US,Groton (New London),GON,,,,
Glacier Park International Airport,US,Kalispell,FCA,,,,
Gulfport Biloxi International Airport,US,Gulfport,GPT,,,,
Grand Rapids Itasca Co-Gordon Newstrom field,US,Grand Rapids,GPZ,,,,
Galion Municipal Airport,US,Galion,GQQ,,,,
Austin Straubel International Airport,US,Green Bay,GRB,,,,
Greenwood County Airport,US,Greenwood,GRD,,,,
Greenville Airport,US,Greenville,GRE,,,,
Gray Army Air Field,US,Fort Lewis/Tacoma,GRF,,,,
Central Nebraska Regional Airport,US,Grand Island,GRI,,,,
Robert Gray  Army Air Field Airport,US,Fort Hood/Killeen,GRK,,,,
Gordon Municipal Airport,US,Gordon,GRN,,,,
Gerald R. Ford International Airport,US,Grand Rapids,GRR,,,,
Seymour Johnson Air Force Base,US,Goldsboro,GSB,,,,
Goshen Municipal Airport,US,Goshen,GSH,,,,
Piedmont Triad International Airport,US,Greensboro,GSO,,,,
Greenville Spartanburg International Airport,US,Greenville,GSP,,,,
Greater Southwest International Airport-Amon Carter Field,US,Fort Worth,GSW,,,,
Great Falls International Airport,US,Great Falls,GTF,,,,
Grantsburg Municipal Airport,US,Grantsburg,GTG,,,,
Golden Triangle Regional Airport,US,Columbus/W Point/Starkville,GTR,,,,
Gunnison Crested Butte Regional Airport,US,Gunnison,GUC,,,,
Gallup Municipal Airport,US,Gallup,GUP,,,,
Grissom Air Reserve Base,US,Peru,GUS,,,,
Guymon Municipal Airport,US,Guymon,GUY,,,,
Lee Gilmer Memorial Airport,US,Gainesville,GVL,,,,
Majors Airport,US,Greenville,GVT,,,,
Richards-Gebaur Air Force Base,US,Belton,GVW,,,,
Kagi Airport,PG,Kagi,KGW,,,,
Greenwoodâ€“Leflore Airport,US,Greenwood,GWO,,,,
Glenwood Springs Municipal Airport,US,Glenwood Springs,GWS,,,,
Grayling Airport,US,Grayling,KGX,,,,
Greeleyâ€“Weld County Airport,US,Greeley,GXY,,,,
Donaldson Field Airport,US,Greenville,GDC,,,,
Shageluk Airport,US,Shageluk,SHX,,,,
Phoenix Goodyear Airport,US,Goodyear,GYR,,,,
Gary Chicago International Airport,US,Gary,GYY,,,,
Glacier Creek Airport,US,Glacier Creek,KGZ,,,,
Marion County Rankin Fite Airport,US,Hamilton,HAB,,,,
Half Moon Bay Airport,US,Half Moon Bay,HAF,,,,
Three Rivers Municipal Dr Haines Airport,US,Three Rivers,HAI,,,,
Butler Co Regional Airport - Hogan Field,US,Hamilton,HAO,,,,
Hatbox Field,US,Muskogee,HAX,,,,
Hattiesburg Bobby L Chain Municipal Airport,US,Hattiesburg,HBG,,,,
Hobart Regional Airport,US,Hobart,HBR,,,,
Brewster Field,US,Holdrege,HDE,,,,
Yampa Valley Airport,US,Hayden,HDN,,,,
Thompson-Robbins Airport,US,Helena/West Helena,HEE,,,,
Manassas Regional Airport/Harry P. Davis Field,US,Manassas,MNZ,,,,
Hardy-Anders Field / Natchez-Adams County Airport,US,Natchez,HEZ,,,,
Hartford Brainard Airport,US,Hartford,HFD,,,,
Mackall Army Air Field,US,Camp Mackall,HFF,,,,
Hagerstown Regional Richard A Henson Field,US,Hagerstown,HGR,,,,
Jack Northrop Field Hawthorne Municipal Airport,US,Hawthorne,HHR,,,,
Stan Stamper Municipal Airport,US,Hugo,HUJ,,,,
Range Regional Airport,US,Hibbing,HIB,,,,
Mount Washington Regional Airport,US,Whitefield,HIE,,,,
Hill Air Force Base,US,Ogden,HIF,,,,
Lake Havasu City Airport,US,Lake Havasu City,HII,,,,
Portland Hillsboro Airport,US,Portland,HIO,,,,
Blytheville Municipal Airport,US,Blytheville,HKA,,,,
Hawkins Field,US,Jackson,HKS,,,,
Hickory Regional Airport,US,Hickory,HKY,,,,
Khan Jahan Ali Airport,BD,Khulna,KHL,,,,
Hillenbrand Industries Airport,US,Batesville,HLB,,,,
Hill City Municipal Airport,US,Hill City,HLC,,,,
Wheeling Ohio County Airport,US,Wheeling,HLG,,,,
Park Township Airport,US,Holland,HLM,,,,
Helena Regional Airport,US,Helena,HLN,,,,
Hood Army Air Field,US,Fort Hood(Killeen),HLR,,,,
Holloman Air Force Base,US,Alamogordo,HMN,,,,
Hemet Ryan Airport,US,Hemet,HMT,,,,
Huntingburg Airport,US,Huntingburg,HNB,,,,
Henderson Executive Airport,US,Las Vegas,HSH,,,,
Lea County Regional Airport,US,Hobbs,HOB,,,,
Huron Regional Airport,US,Huron,HON,,,,
Campbell AAF (Fort Campbell) Air Field,US,Fort Campbell/Hopkinsville,HOP,,,,
Memorial Field,US,Hot Springs,HOT,,,,
William P Hobby Airport,US,Houston,HOU,,,,
Westchester County Airport,US,White Plains,HPN,,,,
Hampton Municipal Airport,US,Hampton,HPT,,,,
Baytown Airport,US,Baytown,HPY,,,,
Bowerman Airport,US,Hoquiam,HQM,,,,
Hermiston Municipal Airport,US,Hermiston,HES,,,,
Valley International Airport,US,Harlingen,HRL,,,,
Boone County Airport,US,Harrison,HRO,,,,
Harrisburg-Raleigh Airport,US,Harrisburg,HSB,,,,
Billy Mitchell Airport,US,Hatteras,HNC,,,,
Sharurah Airport,SA,,SHW,,,,
Hastings Municipal Airport,US,Hastings,HSI,,,,
Ingalls Field,US,Hot Springs,HSP,,,,
Homestead ARB Airport,US,Homestead,HST,,,,
Huntsville International Carl T Jones Field,US,Huntsville,HSV,,,,
Hawthorne Industrial Airport,US,Hawthorne,HTH,,,,
Roscommon County - Blodgett Memorial Airport,US,Houghton Lake,HTL,,,,
East Hampton Airport,US,East Hampton,HTO,,,,
Tri-State/Milton J. Ferguson Field,US,Huntington,HTS,,,,
